Table S2H. Relative protein abundance across organelle fractions collected by density gradient separation and quantified using TMT. Samples are mock infected cells at 72hpi.,,,,,,,,
,,,Organelle fraction,,,,,
P21281,ATP6V1B2,Homo sapiens (Human),0.545576921,1,0.443622491,0.171631183,0.01384104,0
P21283,ATP6V1C1,Homo sapiens (Human),0.517996465,1,0.418917038,0.153286309,0,0.019320357
P21291,CSRP1,Homo sapiens (Human),1,0.577214495,0.204102434,0.132811843,0,0.006436845
P21333,FLNA,Homo sapiens (Human),1,0.562139196,0.377829199,0.294694799,0,0.005799579
P21397,MAOA,Homo sapiens (Human),0,0.267127142,0.373296011,1,0.038097414,0.053733318
P21399,ACO1,Homo sapiens (Human),1,0.841608505,0.284986059,0.232264167,0.067494805,0
P21589,NT5E,Homo sapiens (Human),1,0.680201282,0.354499678,0.184598624,0.010492412,0
P21796,VDAC1,Homo sapiens (Human),0,0.30393767,0.398615931,1,0.070682937,0.084772056
P21912,SDHB,Homo sapiens (Human),0,0.157039036,0.317525607,1,0.056380118,0.053194629
P21926,CD9,Homo sapiens (Human),1,0.802094295,0.36292523,0.160600424,0,0.012850538
P21964,COMT,Homo sapiens (Human),0.582391505,1,0.674898112,0.535059524,0.031445704,0
P21980,TGM2,Homo sapiens (Human),0.863901396,1,0.416357197,0.603348493,0.008298039,0
P22033,MUT,Homo sapiens (Human),0,0.111032758,0.27531821,1,0.077947435,0.075560218
P22061,PCMT1,Homo sapiens (Human),0.710512458,0.904336615,0.400328658,1,0,5.30E-05
P22102,GART,Homo sapiens (Human),0.983558266,1,0.301833064,0.331896474,0,0.026962747
P22234,PAICS,Homo sapiens (Human),1,0.803919405,0.216476781,0.231362665,0,0.033693222
P22307,SCP2,Homo sapiens (Human),0.057582129,0.422587454,0.399294695,1,0.139178588,0
P22314,UBA1,Homo sapiens (Human),1,0.9324445,0.267172427,0.178068391,0.001686096,0
P22392,NME2,Homo sapiens (Human),0.674975294,1,0.449445012,0.516374607,0,0.03566183
P22413,ENPP1,Homo sapiens (Human),1,0.560658336,0.287053481,0.253445784,0.054997585,0
P22626,HNRNPA2B1,Homo sapiens (Human),0,0.228628022,0.385560808,1,0.480864896,0.564265068
P22695,UQCRC2,Homo sapiens (Human),0,0.136378659,0.275350188,1,0.079033958,0.051125
P22830,FECH,Homo sapiens (Human),0,0.132476242,0.278693823,1,0.076649921,0.063935068
P23219,PTGS1,Homo sapiens (Human),0.370022979,1,0.658025346,0.656351934,0.040946838,0
P23229,ITGA6,Homo sapiens (Human),1,0.914603757,0.541899919,0.34021221,0.037997408,0
P23284,PPIB,Homo sapiens (Human),0.205113118,1,0.915782992,0.578313917,0.00041511,0
P23368,ME2,Homo sapiens (Human),0,0.129396434,0.25927405,1,0.128805995,0.038744752
P23381,WARS,Homo sapiens (Human),0.972153131,1,0.302430567,0.19325657,0,0.03447539
P23396,RPS3,Homo sapiens (Human),0.94987631,1,0.504027935,0.549672944,0.021143919,0
P23434,GCSH,Homo sapiens (Human),0,0.113102421,0.250198839,1,0.047009231,0.03956125
P23458,JAK1,Homo sapiens (Human),0.979922857,1,0.559152369,0.321193786,0,0.028995015
P23470,PTPRG,Homo sapiens (Human),1,0.825694535,0.488055644,0.332927006,0.037643653,0
P23510,TNFSF4,Homo sapiens (Human),1,0.64989959,0.381031576,0.207813668,0.020978805,0
P23526,AHCY,Homo sapiens (Human),0.924146327,1,0.230952156,0.14205881,0,0.036459861
P23528,CFL1,Homo sapiens (Human),1,0.910285278,0.296493996,0.168879156,0,0.0232704
P23634,ATP2B4,Homo sapiens (Human),1,0.746091854,0.464927704,0.240023073,0.035757037,0
P23786,CPT2,Homo sapiens (Human),0,0.150713366,0.269321312,1,0.077685572,0.051096752
P23919,DTYMK,Homo sapiens (Human),0.063973838,0.164805191,0.236130115,1,0.023377728,0
P24310,COX7A1,Homo sapiens (Human),0,0.138920869,0.314542114,1,0.312456038,0.075986255
P24390,KDELR1,Homo sapiens (Human),0.349005834,1,0.299658456,0.224671142,0,0.00577233
P24534,EEF1B2,Homo sapiens (Human),0.861106414,1,0.592587509,0.544730097,0.000536026,0
P24539,ATP5F1,Homo sapiens (Human),0.00184192,0.190802916,0.305939464,1,0,0.030217378
P24557,TBXAS1,Homo sapiens (Human),0.53548433,1,0.718910146,0.59138418,0.058403816,0
P24593,IGFBP5,Homo sapiens (Human),0.2568984,1,0.485207129,0.210497837,0,0.139654552
P24752,ACAT1,Homo sapiens (Human),0,0.142201007,0.295641637,1,0.057074676,0.053664118
P24844,MYL9,Homo sapiens (Human),1,0.540084324,0.586661498,0.413996929,0.02176836,0
P25325,MPST,Homo sapiens (Human),0.093417769,0.197960493,0.300554171,1,0.090429043,0
P25398,RPS12,Homo sapiens (Human),1,0.904554899,0.374364331,0.384763441,0,0.056897443
P25445,FAS,Homo sapiens (Human),1,0.850942991,0.501713556,0.233860381,0,0.013877444
P25786,PSMA1,Homo sapiens (Human),0.919616449,1,0.46315771,0.545216864,0.010117483,0
P25787,PSMA2,Homo sapiens (Human),0.941741527,1,0.335462769,0.186439424,0.00530606,0
P25788,PSMA3,Homo sapiens (Human),0.947597568,1,0.344259461,0.193774871,0,0.024907541
P25789,PSMA4,Homo sapiens (Human),0.903827647,1,0.318987593,0.194657247,0,0.030360362
P26006,ITGA3,Homo sapiens (Human),1,0.828444855,0.44460549,0.239262496,0.004731057,0
P26022,PTX3,Homo sapiens (Human),0.232018885,1,0.740389755,0.399440605,0.070330498,0
P26038,MSN,Homo sapiens (Human),1,0.652676759,0.206994491,0.129844642,0,0.005868249
P26196,DDX6,Homo sapiens (Human),0.802848471,1,0.553017062,0.389006283,0,0.033690477
P26373,RPL13,Homo sapiens (Human),0.977484295,1,0.767570402,0.955929928,0.134215971,0
P26440,IVD,Homo sapiens (Human),0,0.126285944,0.266198968,1,0.096676009,0.050909582
P26572,MGAT1,Homo sapiens (Human),0.176420538,1,0.398601153,0.153765748,0.009637048,0
P26639,TARS,Homo sapiens (Human),1,0.9905238,0.317161034,0.197763719,0.015818349,0
P26640,VARS,Homo sapiens (Human),0.698622368,0.728452243,0.366127426,1,0,0.01702241
P26641,EEF1G,Homo sapiens (Human),0.929458637,1,0.349861974,0.338456321,0,0.006398106
P26885,FKBP2,Homo sapiens (Human),0.348662418,1,0.662334056,0.42866679,0.065054637,0
P27105,STOM,Homo sapiens (Human),0.796783157,1,0.474892503,0.201528275,0.031304106,0
P27348,YWHAQ,Homo sapiens (Human),1,0.830843477,0.199425682,0.121843577,0,0.013108506
P27361,MAPK3,Homo sapiens (Human),1,0.891855274,0.191727203,0.122096649,0.032196096,0
P27448,MARK3,Homo sapiens (Human),1,0.742257352,0.28771912,0.170877608,0,0.027691626
P27487,DPP4,Homo sapiens (Human),0.995550425,1,0.517918413,0.236941481,0.000496366,0
P27635,RPL10,Homo sapiens (Human),1,0.952082067,0.698923362,0.835908914,0.13262319,0
P27701,CD82,Homo sapiens (Human),0.411846381,1,0.466318705,0.19624198,0.011679576,0
P27797,CALR,Homo sapiens (Human),0.239629512,1,0.906775091,0.514318504,0,0.007204874
P27816,MAP4,Homo sapiens (Human),1,0.571610472,0.355092367,0.233561306,0,0.000260461
P27824,CANX,Homo sapiens (Human),0.307592712,1,0.702209921,0.535354337,0,0.014604865
P28066,PSMA5,Homo sapiens (Human),0.947764036,1,0.366207385,0.234529922,0,0.028642842
P28070,PSMB4,Homo sapiens (Human),1,0.814770579,0.263358833,0.228772467,0,0.010012621
P28072,PSMB6,Homo sapiens (Human),0.824319546,1,0.375241521,0.204337557,0.004832009,0
P28074,PSMB5,Homo sapiens (Human),0.931963459,1,0.394117633,0.334256345,0,0.024884753
P28288,ABCD3,Homo sapiens (Human),0.018523289,0.302337333,0.321935658,1,0.078598436,0
P28300,LOX,Homo sapiens (Human),0.33871269,1,0.910085452,0.669282112,0,0.030304293
P28331,NDUFS1,Homo sapiens (Human),0,0.145370509,0.257394473,1,0.135229337,0.083333646
P28482,MAPK1,Homo sapiens (Human),1,0.94465161,0.273066868,0.309667692,0,0.004465743
P28799,GRN,Homo sapiens (Human),0.286880413,1,0.672097287,0.213539205,0.021106932,0
P28838,LAP3,Homo sapiens (Human),0.154998678,0.263338676,0.286405417,1,0.040785035,0
P29279,CTGF,Homo sapiens (Human),0.245748597,1,0.465358732,0.165002362,0,0.002457618
P29317,EPHA2,Homo sapiens (Human),1,0.816719529,0.452378,0.242290767,0.017922004,0
P29323,EPHB2,Homo sapiens (Human),1,0.687989552,0.397032363,0.218580876,0.019231933,0
P29353,SHC1,Homo sapiens (Human),0.545300435,0.713355909,0.487925403,1,0,0.012269736
P29401,TKT,Homo sapiens (Human),1,0.920962768,0.242073145,0.138868112,0,0.008233596
P29692,EEF1D,Homo sapiens (Human),1,0.852778447,0.391373317,0.360955702,0.029737603,0
P29966,MARCKS,Homo sapiens (Human),1,0.795190023,0.333524474,0.142040782,0,0.019790062
P29992,GNA11,Homo sapiens (Human),1,0.660375107,0.378816637,0.203449917,0.030602004,0
P30038,ALDH4A1,Homo sapiens (Human),0,0.118969422,0.265196875,1,0.08269661,0.028074208
P30040,ERP29,Homo sapiens (Human),0.302331035,1,0.773629901,0.495526404,0,0.0031144
P30041,PRDX6,Homo sapiens (Human),0.892994943,1,0.229614293,0.108482169,0,0.00821435
P30042,C21orf33,Homo sapiens (Human),0,0.117037069,0.283591518,1,0.030085873,0.037849994
P30044,PRDX5,Homo sapiens (Human),0.005633181,0.145090982,0.261128297,1,0,0.01515666
P30048,PRDX3,Homo sapiens (Human),0,0.196111591,0.304743413,1,0.119600412,0.031859238
P30049,ATP5D,Homo sapiens (Human),0,0.127285861,0.277879935,1,0.082439262,0.106786833
P30050,RPL12,Homo sapiens (Human),0.67526398,0.869699668,1,0.986989058,0.043749128,0
P30084,ECHS1,Homo sapiens (Human),0,0.118109523,0.286928142,1,0.048878552,0.018980684
P30085,CMPK1,Homo sapiens (Human),0.76134868,1,0.370483128,0.400982117,0.063421906,0
P30086,PEBP1,Homo sapiens (Human),0.825615309,1,0.257368712,0.134867186,0,0.030927368
P30101,PDIA3,Homo sapiens (Human),0.274638976,1,0.846586268,0.548726125,0.017706895,0
P30153,PPP2R1A,Homo sapiens (Human),1,0.803406544,0.2553818,0.18549569,0,0.0055157
P30405,PPIF,Homo sapiens (Human),0,0.097775054,0.259579471,1,0.052128497,0.063272594
P30411,BDKRB2,Homo sapiens (Human),1,0.901397751,0.374503383,0.210006449,0,0.015950261
P30419,NMT1,Homo sapiens (Human),0.829597404,1,0.587070394,0.572805604,0.006021774,0
P30519,HMOX2,Homo sapiens (Human),0.770834804,1,0.667426176,0.487500758,0,0.006621518
P30520,ADSS,Homo sapiens (Human),0.910086691,1,0.276302871,0.223028359,0,0.046213281
P30530,AXL,Homo sapiens (Human),0.907186277,1,0.446897157,0.282964838,0.053907688,0
P30533,LRPAP1,Homo sapiens (Human),0.210831671,1,0.805468005,0.487057576,0.010451263,0
P30622,CLIP1,Homo sapiens (Human),0.888132503,1,0.449344269,0.321710463,0.00338215,0
P30626,SRI,Homo sapiens (Human),1,0.94905093,0.252265587,0.151898419,0.023631303,0
P30740,SERPINB1,Homo sapiens (Human),0.782967235,1,0.372823811,0.345709352,0,0.034477631
P30837,ALDH1B1,Homo sapiens (Human),0,0.119174117,0.262536463,1,0.038054049,0.046789828
P31040,SDHA,Homo sapiens (Human),0,0.152820269,0.276221278,1,0.083880254,0.046906919
P31150,GDI1,Homo sapiens (Human),0.831027005,1,0.277876958,0.213256767,0.047280714,0
P31153,MAT2A,Homo sapiens (Human),0.920451344,1,0.261346048,0.326197674,0.012113518,0
P31431,SDC4,Homo sapiens (Human),0.72378076,1,0.489309516,0.193161139,0,0.011458504
P31930,UQCRC1,Homo sapiens (Human),0,0.161085852,0.270268693,1,0.115514335,0.01249857
P31939,ATIC,Homo sapiens (Human),1,0.848488545,0.229409467,0.194716203,0.003459093,0
P31946,YWHAB,Homo sapiens (Human),1,0.752415841,0.211509915,0.134640827,0,0.020567967
P31947,SFN,Homo sapiens (Human),1,0.824313825,0.232794649,0.171666741,0,0.019191804
P31948,STIP1,Homo sapiens (Human),1,0.816644209,0.269405961,0.162277381,0,0.009679415
P31949,S100A11,Homo sapiens (Human),0.868395024,1,0.242904842,0.106103854,0,0.008663057
P32119,PRDX2,Homo sapiens (Human),1,0.998012644,0.264434436,0.139865898,0,0.01926597
P32189,GK,Homo sapiens (Human),0.00318039,0.184291179,0.226036072,1,0.00805626,0
P32322,PYCR1,Homo sapiens (Human),0,0.135537375,0.245017513,1,0.078207886,0.00752167
P32455,GBP1,Homo sapiens (Human),0.991754259,1,0.318528189,0.137541665,0.033096122,0
P32969,RPL9; RPL9P7; RPL9P8; RPL9P9,Homo sapiens (Human),0.625078491,1,0.933117584,0.842438294,0.002331385,0
P33121,ACSL1,Homo sapiens (Human),0.076027135,0.244810285,0.337141322,1,0.047676283,0
P33176,KIF5B,Homo sapiens (Human),1,0.923032624,0.390829378,0.339003916,0.019020117,0
P33316,DUT,Homo sapiens (Human),0,0.06604457,0.240080977,1,0.098820077,0.030899607
P33527,ABCC1,Homo sapiens (Human),1,0.832561167,0.438460926,0.236391476,0.014384822,0
P33897,ABCD1,Homo sapiens (Human),0.105800779,0.409693536,0.449856004,1,0.284468266,0
P33908,MAN1A1,Homo sapiens (Human),0.168559052,1,0.359797003,0.150451236,0.01960133,0
P34059,GALNS,Homo sapiens (Human),0.155520803,1,0.720235823,0.306119619,0.005306825,0
P34741,SDC2,Homo sapiens (Human),1,0.892237961,0.461195326,0.190865569,0,0.011303148
P34897,SHMT2,Homo sapiens (Human),0,0.107258236,0.242011985,1,0.074361845,0.033414662
P34932,HSPA4,Homo sapiens (Human),1,0.889822422,0.289766137,0.176984262,0,0.012260926
P35052,GPC1,Homo sapiens (Human),0.42576803,1,0.594373341,0.325017509,0.043393246,0
P35221,CTNNA1,Homo sapiens (Human),1,0.651843713,0.36046598,0.207191516,0,0.005262062
P35222,CTNNB1,Homo sapiens (Human),1,0.668101183,0.407819471,0.227290595,0,0.004269732
P35232,PHB,Homo sapiens (Human),0,0.151184446,0.269912479,1,0.067093556,0.063565729
P35237,SERPINB6,Homo sapiens (Human),0.449362109,1,0.524400639,0.21379994,0,0.023283929
P35240,NF2,Homo sapiens (Human),1,0.703759976,0.411260507,0.22256377,0,0.002200576
P35241,RDX,Homo sapiens (Human),1,0.733519777,0.296398806,0.175154104,0,0.009924642
P35268,RPL22,Homo sapiens (Human),0.896236768,0.880397384,0.931710382,1,0.037350854,0
P35475,IDUA,Homo sapiens (Human),0.227725154,1,0.853717363,0.386159396,0.002239435,0
P35527,KRT9,Homo sapiens (Human),0.085085226,0.014893785,0,0.062670627,0.068974138,1
P35555,FBN1,Homo sapiens (Human),0.249992285,1,0.992496271,0.707422151,0.094273036,0
P35579,MYH9,Homo sapiens (Human),1,0.73250013,0.873612488,0.741040131,0,0.005672158
P35580,MYH10,Homo sapiens (Human),1,0.707731399,0.984745915,0.872219432,0,0.002130507
P35606,COPB2,Homo sapiens (Human),0.945578362,1,0.382095068,0.237539167,0,0.017241969
P35611,ADD1,Homo sapiens (Human),1,0.689121426,0.37446934,0.28035657,0.04549824,0
P35625,TIMP3,Homo sapiens (Human),0.289563062,1,0.545246335,0.438017308,0.009240977,0
P35914,HMGCL,Homo sapiens (Human),0,0.160048779,0.276781253,1,0.171093801,0.084272977
P35998,PSMC2,Homo sapiens (Human),1,0.878337731,0.319005613,0.241806734,0,0.011779382
P36021,SLC16A2,Homo sapiens (Human),1,0.909563311,0.481134734,0.440035015,0,0.009307097
P36404,ARL2,Homo sapiens (Human),0.207201792,0.507171205,0.386897326,1,0.048052003,0
P36406,TRIM23,Homo sapiens (Human),1,0.412814452,0.294589269,0.216346126,0.012437484,0
P36507,MAP2K2,Homo sapiens (Human),0.677821797,1,0.321803592,0.160231656,0.013201799,0
P36542,ATP5C1,Homo sapiens (Human),0,0.145084565,0.270015428,1,0.065997514,0.106974308
P36543,ATP6V1E1,Homo sapiens (Human),0.535335782,1,0.426489256,0.21293964,0.017146802,0
P36551,CPOX,Homo sapiens (Human),0,0.154252801,0.266150767,1,0.009631324,0.002822071
P36578,RPL4,Homo sapiens (Human),0.897800192,0.856436511,0.880930709,1,0,0.027239088
P36776,LONP1,Homo sapiens (Human),0,0.141959361,0.267370352,1,0.055172162,0.071314763
P36871,PGM1,Homo sapiens (Human),1,0.948663324,0.235348546,0.220957809,0.00079146,0
P36941,LTBR,Homo sapiens (Human),0.998461615,1,0.516393684,0.267137292,0.034276194,0
P36957,DLST,Homo sapiens (Human),0,0.146312631,0.291345491,1,0.047281049,0.045999808
P36969,GPX4,Homo sapiens (Human),0.750032889,1,0.38334777,0.527451743,0.007016915,0
P37059,HSD17B2,Homo sapiens (Human),0.45373827,1,0.914119904,0.905374248,8.54E-06,0
P37108,SRP14,Homo sapiens (Human),0.812948565,1,0.681633479,0.455380525,0.033330657,0
P37173,TGFBR2,Homo sapiens (Human),0.706748436,1,0.488950713,0.226665597,0.001146902,0
P37802,TAGLN2,Homo sapiens (Human),1,0.773346293,0.214660768,0.109276889,0,0.003929281
P37837,TALDO1,Homo sapiens (Human),0.935441674,1,0.284672482,0.150395004,0,0.0016141
P38117,ETFB,Homo sapiens (Human),0,0.107692837,0.287252191,1,0.083884708,0.042881485
P38571,LIPA,Homo sapiens (Human),0.144924319,1,0.599567453,0.219432898,0,0.018955991
P38606,ATP6V1A,Homo sapiens (Human),0.552410201,1,0.423713968,0.207476725,0,0.010829036
P38646,HSPA9,Homo sapiens (Human),0,0.131215184,0.290693971,1,0.071172768,0.05088888
P39019,RPS19,Homo sapiens (Human),1,0.88022617,0.347795344,0.366499848,0,0.005329458
P39023,RPL3,Homo sapiens (Human),0.884249503,0.846873003,0.72876239,1,0.026767279,0
P39656,DDOST,Homo sapiens (Human),0.087211276,0.609512116,0.902909388,1,0.064562273,0
P40121,CAPG,Homo sapiens (Human),1,0.981781507,0.169018789,0.10488991,0,0.033624174
P40123,CAP2,Homo sapiens (Human),1,0.892047281,0.31320679,0.203995529,0,0.029574701
P40189,IL6ST,Homo sapiens (Human),0.478905664,1,0.513103397,0.226502049,0.024101915,0
P40222,TXLNA,Homo sapiens (Human),1,0.929250219,0.557820952,0.584325453,0,0.030250091
P40227,CCT6A,Homo sapiens (Human),1,0.75484331,0.22808758,0.146388452,0.000104017,0
P40261,NNMT,Homo sapiens (Human),0.94109797,1,0.257411536,0.169324519,0,0.046610879
P40429,RPL13A,Homo sapiens (Human),0.680791505,0.721350013,0.899261013,1,0.064526783,0
P40616,ARL1,Homo sapiens (Human),0.561541977,1,0.271983535,0.207634686,0,0.054221378
P40925,MDH1,Homo sapiens (Human),0.814300968,1,0.325118123,0.314450871,0,0.006996678
P40926,MDH2,Homo sapiens (Human),0,0.116735813,0.285376157,1,0.075189637,0.050480818
P40939,HADHA,Homo sapiens (Human),0,0.135242127,0.283773478,1,0.079223192,0.066999626
P41250,GARS,Homo sapiens (Human),0.703733576,0.815613689,0.413606857,1,0,0.010034431
P41252,IARS,Homo sapiens (Human),0.96267704,1,0.476342177,0.454791865,0.000451518,0
P42025,ACTR1B,Homo sapiens (Human),1,0.823502818,0.414493216,0.244960416,0,0.021352469
P42126,ECI1,Homo sapiens (Human),0,0.13422256,0.25610447,1,0.092744599,0.040413426
P42224,STAT1,Homo sapiens (Human),1,0.905953912,0.391108615,0.228088452,0,0.02177354
P42356,PI4KA,Homo sapiens (Human),1,0.644672591,0.263505796,0.19253966,0,0.011739581
P42677,RPS27,Homo sapiens (Human),1,0.996990774,0.540587345,0.48983489,0,0.069337317
P42704,LRPPRC,Homo sapiens (Human),0,0.131139348,0.2653652,1,0.070614751,0.058124569
P42765,ACAA2,Homo sapiens (Human),0,0.15275491,0.288685913,1,0.087357995,0.061432464
P42766,RPL35,Homo sapiens (Human),1,0.830530428,0.707700343,0.954556342,0.128675578,0
P42785,PRCP,Homo sapiens (Human),0.250169546,1,0.714933478,0.298051094,0.036891497,0
P42892,ECE1,Homo sapiens (Human),0.469647433,1,0.447428685,0.204363069,0,0.002876534
P43007,SLC1A4,Homo sapiens (Human),0.956580602,1,0.61668293,0.321649448,0,0.047376103
P43034,PAFAH1B1,Homo sapiens (Human),0.986944384,1,0.366238213,0.273170381,0,0.001896784
P43121,MCAM,Homo sapiens (Human),1,0.654900351,0.369656819,0.180732397,0.009692446,0
P43155,CRAT,Homo sapiens (Human),0,0.129640722,0.279373575,1,0.06540564,0.036530024
P43304,GPD2,Homo sapiens (Human),0,0.157910397,0.277165942,1,0.09991688,0.077327549
P43307,SSR1,Homo sapiens (Human),0.027453273,0.460345694,0.959377236,1,0.184902412,0
P43487,RANBP1,Homo sapiens (Human),1,0.972728297,0.259215866,0.142308599,0,0.01823832
P43686,PSMC4,Homo sapiens (Human),0.948063694,1,0.386425545,0.3479194,0,0.0095714
P43897,TSFM,Homo sapiens (Human),0,0.114186204,0.269618156,1,0.04349936,0.033214553
P45880,#N/A,#N/A,0,0.124855655,0.269979492,1,0.037286853,0.06673955
P45954,ACADSB,Homo sapiens (Human),0,0.170526061,0.304529281,1,0.047377449,0.011514259
P45974,USP5,Homo sapiens (Human),1,0.917559139,0.276549216,0.198449779,0.019243673,0
P46060,RANGAP1,Homo sapiens (Human),1,0.864680926,0.261907021,0.227811196,0.034948472,0
P46108,CRK,Homo sapiens (Human),0.920653167,1,0.225152894,0.162558302,0.020814396,0
P46199,MTIF2,Homo sapiens (Human),0,0.195003459,0.282132193,1,0.089286283,0.033416239
P46459,NSF,Homo sapiens (Human),0.75102758,1,0.355311633,0.160914496,0,0.006754299
P46776,RPL27A,Homo sapiens (Human),0.942511674,0.983791652,0.652129888,1,0,0.072036105
P46777,RPL5,Homo sapiens (Human),1,0.921903828,0.609423201,0.530576547,0,0.010434476
P46778,RPL21,Homo sapiens (Human),0.613773054,0.797784244,1,0.913466301,0,0.017883327
P46779,RPL28,Homo sapiens (Human),0.922059482,1,0.805804625,0.946923477,0,0.209813126
P46781,RPS9,Homo sapiens (Human),0.938346984,1,0.504079187,0.537915472,0.036161765,0
P46782,RPS5,Homo sapiens (Human),1,0.92112936,0.506857459,0.529243381,0.051842415,0
P46783,RPS10,Homo sapiens (Human),0.988524761,1,0.534799347,0.852059439,0,0.033609169
P46821,MAP1B,Homo sapiens (Human),1,0.956872202,0.467827556,0.359686797,0,0.006370131
P46937,YAP1,Homo sapiens (Human),1,0.727882592,0.267985009,0.250404425,0,0.000605359
P46939,UTRN,Homo sapiens (Human),1,0.685979048,0.620435884,0.349571504,0.01069066,0
P46940,IQGAP1,Homo sapiens (Human),1,0.568586242,0.272982965,0.205734944,0.003207794,0
P46976,GYG1,Homo sapiens (Human),0.832855788,1,0.102395456,0,0.111566658,0.272432622
P46977,STT3A,Homo sapiens (Human),0.038353728,0.551154315,0.983799161,1,0,0.007419312
P47755,CAPZA2,Homo sapiens (Human),1,0.799860012,0.266693157,0.156441757,0.005682335,0
P47756,CAPZB,Homo sapiens (Human),1,0.915437361,0.328411569,0.219084512,0,0.017917321
P47813,EIF1AX,Homo sapiens (Human),1,0.930056124,0.351843552,0.264154791,0,0.010473387
P47985,UQCRFS1,Homo sapiens (Human),0,0.149386401,0.277147004,1,0.180754486,0.061490731
P48047,ATP5O,Homo sapiens (Human),0,0.140950849,0.274005847,1,0.079538576,0.059956674
P48059,LIMS1,Homo sapiens (Human),1,0.537875291,0.298381861,0.251861737,0.01109464,0
P48147,PREP,Homo sapiens (Human),0.881988799,1,0.257155294,0.161836934,0.020861294,0
P48426,PIP4K2A,Homo sapiens (Human),1,0.66832394,0.364936788,0.183364588,0.016836568,0
P48444,ARCN1,Homo sapiens (Human),1,0.952795036,0.326147898,0.267231076,0,0.030750227
P48449,LSS,Homo sapiens (Human),0.430754571,1,0.685021432,0.758070021,0.043444656,0
P48509,CD151,Homo sapiens (Human),0.995786831,1,0.439710538,0.209235196,0.01494412,0
P48637,GSS,Homo sapiens (Human),0.890747637,1,0.301500983,0.134074393,0,0.015129767
P48643,CCT5,Homo sapiens (Human),1,0.799253881,0.240565992,0.148205697,0.015622219,0
P48651,PTDSS1,Homo sapiens (Human),0.517369264,0.701197972,1,0.943982325,0.190766639,0
P48681,NES,Homo sapiens (Human),1,0.586833668,0.329279299,0.258655356,0.003838516,0
P48735,IDH2,Homo sapiens (Human),0,0.108415907,0.247039155,1,0.070703639,0.048583906
P48739,PITPNB,Homo sapiens (Human),0.799772881,1,0.308782686,0.34591889,0.022526979,0
P48960,CD97,Homo sapiens (Human),0.958888302,1,0.570302896,0.267195296,0.059622665,0
P49023,PXN,Homo sapiens (Human),1,0.909541624,0.34384887,0.24239543,0,0.017245945
P49184,DNASE1L1,Homo sapiens (Human),0.910219143,1,0.508152157,0.48771016,0,0.001852405
P49189,ALDH9A1,Homo sapiens (Human),0.035865177,0.16959843,0.247921348,1,0,0.001618737
P49207,RPL34,Homo sapiens (Human),0.883969805,1,0.950813945,0.903290974,0,0.006170628
P49257,LMAN1,Homo sapiens (Human),0.172853263,1,0.61866124,0.454275252,0.006627975,0
P49327,FASN,Homo sapiens (Human),1,0.840034997,0.278327557,0.231976105,0,0.005546044
P49368,CCT3,Homo sapiens (Human),1,0.81460027,0.237173251,0.15627119,0,0.005377362
P49406,MRPL19,Homo sapiens (Human),0,0.111468486,0.211031138,1,0.055675049,0.060101937
P49411,TUFM,Homo sapiens (Human),0,0.13544953,0.283632053,1,0.076063789,0.041919645
P49419,ALDH7A1,Homo sapiens (Human),0,0.161737889,0.245513807,1,0.041441224,0.03086045
P49588,AARS,Homo sapiens (Human),1,0.908414142,0.242321763,0.145226197,0,0.01020811
P49589,CARS,Homo sapiens (Human),0.882649397,1,0.307455107,0.378002655,0.04141798,0
P49590,HARS2,Homo sapiens (Human),0,0.135316396,0.24085235,1,0.085385814,0.064900475
P49591,SARS,Homo sapiens (Human),1,0.743710548,0.211834246,0.172957596,0.006959488,0
P49721,PSMB2,Homo sapiens (Human),1,0.990007804,0.318533306,0.234443481,0,0.01449931
P49748,ACADVL,Homo sapiens (Human),0,0.140368893,0.272998989,1,0.08176568,0.037463905
P49757,NUMB,Homo sapiens (Human),1,0.935386144,0.567524792,0.314086536,0,0.003890523
P49768,PSEN1,Homo sapiens (Human),0.921153204,1,0.543222399,0.312881346,0.054833864,0
P49773,HINT1,Homo sapiens (Human),0.877628327,1,0.268007725,0.128275309,0.000412801,0
P49795,RGS19,Homo sapiens (Human),1,0.930056858,0.427963281,0.267980004,0,0.009834316
P49821,NDUFV1,Homo sapiens (Human),0,0.128436361,0.265999128,1,0.081547844,0.073060517
P49902,NT5C2,Homo sapiens (Human),1,0.898717148,0.265272957,0.203278773,0,0.019816709
P50148,GNAQ,Homo sapiens (Human),1,0.686935761,0.39275007,0.214724507,0,0.008065548
P50213,IDH3A,Homo sapiens (Human),0,0.112626894,0.266190417,1,0.076568681,0.05865651
P50281,MMP14,Homo sapiens (Human),0.595790681,1,0.500367311,0.196168919,0.032336699,0
P50336,PPOX,Homo sapiens (Human),0.090593977,0.318341338,0.483571806,1,0.048608553,0
P50395,GDI2,Homo sapiens (Human),0.867693426,1,0.242650199,0.122339439,0,0.016469578
P50402,EMD,Homo sapiens (Human),0.920256269,1,0.389975551,0.488164914,0.145258377,0
P50416,CPT1A,Homo sapiens (Human),0.037361241,0.260352349,0.323321685,1,0.08457499,0
P50454,SERPINH1,Homo sapiens (Human),0.142010447,0.849347796,1,0.684817497,0.057747005,0
P50479,PDLIM4,Homo sapiens (Human),1,0.542496005,0.23613735,0.256218642,0.045648957,0
P50502,ST13,Homo sapiens (Human),1,0.830997551,0.257462457,0.148968301,0,0.017636621
