Uniprot Accession,Gene,Organism,1,2,3,4,5,6
P16949,STMN1,Homo sapiens (Human),0.859380467,1,0.372363467,0.116494274,0.094517535,0
P17050,NAGA,Homo sapiens (Human),0.222036946,0.955010619,1,0.359631636,0.344199365,0
P17066,HSPA6,Homo sapiens (Human),0.266137535,1,0.781307723,0.335981991,0.281497819,0
P17096,HMGA1,Homo sapiens (Human),0.557227639,1,0,0.171893185,0.310482366,0.072710978
P17146,UL4,HCMV,0.143725525,1,0.813793319,0.316696558,0.930383544,0
P17152,TMEM11,Homo sapiens (Human),0,0.219861576,0.606848424,0.970364682,1,0.23499582
P17252,PRKCA,Homo sapiens (Human),0.333085904,0.809843253,0.41189206,1,0.88828614,0
P17301,ITGA2,Homo sapiens (Human),1,0.755507755,0.441807417,0.216736659,0.177771549,0
P17302,GJA1,Homo sapiens (Human),0.198052757,1,0.919279973,0.521461732,0.999997429,0
P17405,SMPD1,Homo sapiens (Human),0.213026203,0.75232196,1,0.38934929,0.130507815,0
P17568,NDUFB7,Homo sapiens (Human),0,0.065091363,0.368011329,1,0.874503187,0.21953595
P17612,PRKACA,Homo sapiens (Human),0.850195216,1,0.559110859,0.663186342,0.176606997,0
P17655,CAPN2,Homo sapiens (Human),0.126526751,0.566239741,0,0.017500693,1,0.326241509
P17812,CTPS1,Homo sapiens (Human),0,0.302992834,0.166932639,0.494960675,1,0.608963524
P17813,ENG,Homo sapiens (Human),1,0.77600671,0.441820598,0.231478357,0.241714859,0
P17844,DDX5,Homo sapiens (Human),0,0.259038841,0.37183211,0.430370648,0.998791101,1
P17858,PFKL,Homo sapiens (Human),0,0.225300839,0.158336112,0.318385044,1,0.609782544
P17900,GM2A,Homo sapiens (Human),0.188433421,1,0.983807571,0.355892659,0.184655226,0
P17931,LGALS3,Homo sapiens (Human),1,0.893580254,0.432177877,0.115439681,0.097407219,0
P17980,PSMC3,Homo sapiens (Human),0,0.179091774,0.155725835,0.401198329,1,0.826456043
P17987,TCP1,Homo sapiens (Human),0.684848809,1,0.314519462,0.261208077,0.631295433,0
P18031,PTPN1,Homo sapiens (Human),0.352801706,1,0.56176302,0.491164037,0.415786008,0
P18077,RPL35A,Homo sapiens (Human),0,0.864589356,1,0.749867725,0.708024519,0.698437032
P18085,ARF4,Homo sapiens (Human),0,0.349411239,0.101248473,0.461336259,1,0.101314018
P18124,RPL7,Homo sapiens (Human),0,0.546846643,0.806794731,0.629807869,1,0.43771917
P18206,VCL,Homo sapiens (Human),0.789288516,1,0.409766672,0.271736373,0.203982218,0
P18433,PTPRA,Homo sapiens (Human),1,0.83671084,0.399214184,0.224454396,0.13919157,0
P18564,ITGB6,Homo sapiens (Human),0.930457847,1,0.659584302,0.302139866,0.2324613,0
P18583,SON,Homo sapiens (Human),0,0.158283292,0.24552202,0.468269577,0.895025791,1
P18621,RPL17,Homo sapiens (Human),0,0.369814347,0.293589757,1,0.715593822,0.698724941
P18669,PGAM1,Homo sapiens (Human),0.697490985,1,0.314918455,0.157228242,0.155640563,0
P19338,NCL,Homo sapiens (Human),0.549393746,1,0.896844927,0.196079558,0.152845826,0
P19367,HK1,Homo sapiens (Human),0,0.078220353,0.170071814,0.601273004,1,0.331106744
P19404,NDUFV2,Homo sapiens (Human),0,0.046036179,0.424080253,1,0.346413836,0.113161177
P19525,EIF2AK2,Homo sapiens (Human),0,0.155447933,0.250145705,0.481558813,0.911355268,1
P19623,SRM,Homo sapiens (Human),0,0.25078378,0.102320393,0.235101136,1,0.540407535
P20020,ATP2B1,Homo sapiens (Human),1,0.87131779,0.51739682,0.293630001,0.260374602,0
P20042,EIF2S2,Homo sapiens (Human),0.506520189,1,0.719182626,0.432474677,0.449550597,0
P20073,ANXA7,Homo sapiens (Human),0.481739853,0.933958333,0.275567208,0.215353092,1,0
P20336,RAB3A,Homo sapiens (Human),0.181889548,1,0.616193725,0.323854284,0.425540051,0
P20337,RAB3B,Homo sapiens (Human),0.502861484,1,0.566180408,0.503692819,0.477736907,0
P20338,RAB4A,Homo sapiens (Human),0.472698933,1,0.606427264,0.454530076,0.478980055,0
P20339,RAB5A,Homo sapiens (Human),0.600907734,1,0.608724743,0.720243212,0.985101799,0
P20340,RAB6A,Homo sapiens (Human),0.339275088,1,0.730556817,0.255260141,0.323431069,0
P20591,MX1,Homo sapiens (Human),0.639595782,1,0,0.254645306,0.73928217,0.195138103
P20618,PSMB1,Homo sapiens (Human),0.483052395,1,0.439613368,0.535263683,0.78398774,0
P20645,M6PR,Homo sapiens (Human),0.340977555,1,0.486882078,0.126030295,0.308060681,0
P20674,COX5A,Homo sapiens (Human),0,0.067310125,0.425543026,1,0.752993573,0.173544914
P20700,LMNB1,Homo sapiens (Human),0,0.259757357,0.303197497,0.723833129,1,0.829058507
P20933,AGA,Homo sapiens (Human),0.254051095,0.921354221,1,0.324046721,0.1730833,0
P20962,PTMS,Homo sapiens (Human),0.707590102,1,0.404206808,0.318095098,0.086945425,0
P21246,PTN,Homo sapiens (Human),0.444841534,0.952362919,1,0.536038403,0.251967894,0
P21266,GSTM3,Homo sapiens (Human),0,0.163009479,0.005013984,0.273398025,0.830679993,1
P21281,ATP6V1B2,Homo sapiens (Human),0.727394657,1,0.638204126,0.341747438,0.216926819,0
P21283,ATP6V1C1,Homo sapiens (Human),0.677627778,1,0.554005209,0.198761637,0.176771962,0
P21291,CSRP1,Homo sapiens (Human),1,0.845683864,0.245992101,0.106405054,0.078359792,0
P21333,FLNA,Homo sapiens (Human),1,0.733979331,0.514763037,0.324874395,0.21179003,0
P21397,MAOA,Homo sapiens (Human),0,0.227466461,0.433250937,1,0.491025451,0.136511968
P21399,ACO1,Homo sapiens (Human),0,0.236926343,0.154286522,0.333205057,1,0.604427543
P21589,NT5E,Homo sapiens (Human),1,0.771089165,0.457802579,0.197157317,0.158300707,0
P21796,VDAC1,Homo sapiens (Human),0,0.142900703,0.521492376,1,0.668444741,0.154209874
P21810,BGN,Homo sapiens (Human),0.315293614,1,0.679612752,0.302791409,0.267394424,0
P21912,SDHB,Homo sapiens (Human),0,0.070867785,0.399034855,1,0.477398948,0.120251247
P21926,CD9,Homo sapiens (Human),1,0.852953218,0.322196784,0.13759063,0.093646685,0
P21953,BCKDHB,Homo sapiens (Human),0,0.07995911,0.339626879,1,0.474848583,0.120622564
P21964,COMT,Homo sapiens (Human),0.336942147,1,0.650434912,0.32719451,0.367211594,0
P21980,TGM2,Homo sapiens (Human),0,0.290260495,0.364552117,0.794958682,0.938498479,1
P22033,MUT,Homo sapiens (Human),0,0.055281892,0.43224711,1,0.453736367,0.109256724
P22061,PCMT1,Homo sapiens (Human),0.100071759,0.72541791,0.819898634,1,0.453728636,0
P22102,GART,Homo sapiens (Human),0.010747969,0.094444667,0,0.272177825,1,0.936323993
P22307,SCP2,Homo sapiens (Human),0,0.299138412,0.970440109,1,0.854859644,0.171570364
P22314,UBA1,Homo sapiens (Human),0.506911127,1,0.007314787,0.130384314,0.599866202,0
P22392,NME2,Homo sapiens (Human),0.556845519,1,0.494514287,0.716648506,0.52875934,0
P22413,ENPP1,Homo sapiens (Human),1,0.967278825,0.504566177,0.195945609,0.162136048,0
P22570,FDXR,Homo sapiens (Human),0,0.06158514,0.441525417,1,0.611329466,0.151950198
P22626,HNRNPA2B1,Homo sapiens (Human),0,0.325725138,0.357798642,0.486396074,1,0.998019973
P22692,IGFBP4,Homo sapiens (Human),0.316691015,1,0.704324575,0.595822376,0.569962077,0
P22830,FECH,Homo sapiens (Human),0,0.076158794,0.428478054,1,0.554668415,0.160360916
P23219,PTGS1,Homo sapiens (Human),0.2131333,1,0.704816755,0.450953036,0.599446065,0
P23229,ITGA6,Homo sapiens (Human),0.942503081,1,0.624065324,0.176484605,0.298330282,0
P23246,SFPQ,Homo sapiens (Human),0,0.124053949,0.214563627,0.497198028,1,0.970771984
P23284,PPIB,Homo sapiens (Human),0.223740422,1,0.742805581,0.281326075,0.156807491,0
P23368,ME2,Homo sapiens (Human),0,0.074284983,0.409537723,1,0.570624776,0.122868926
P23381,WARS,Homo sapiens (Human),0.642615524,1,0.010525412,0,0.15644351,0.07186037
P23396,RPS3,Homo sapiens (Human),0,0.321093596,0.334827889,0.576995329,1,0.921816963
P23434,GCSH,Homo sapiens (Human),0,0.037150838,0.397924797,1,0.407554181,0.065485637
P23458,JAK1,Homo sapiens (Human),1,0.984175972,0.648878593,0.339214046,0.233580915,0
P23526,AHCY,Homo sapiens (Human),0.83229793,1,0,0.106242843,0.18737067,0.006541484
P23528,CFL1,Homo sapiens (Human),0.81859306,1,0.348969352,0.23050572,0.088571803,0
P23634,ATP2B4,Homo sapiens (Human),1,0.867196506,0.519451704,0.278034793,0.272795583,0
P23786,CPT2,Homo sapiens (Human),0,0.073974277,0.414707154,1,0.578600938,0.123696262
P23919,DTYMK,Homo sapiens (Human),0,0.088225719,0.446478266,1,0.7470887,0.310475978
P24310,COX7A1,Homo sapiens (Human),0,0.110123164,0.28246624,0.607753285,1,0.204669898
P24311,COX7B,Homo sapiens (Human),0,0.038858295,0.383506274,1,0.505861878,0.148331731
P24390,KDELR1,Homo sapiens (Human),0.083121549,1,0.511810536,0.165347454,0.563193293,0
P24534,EEF1B2,Homo sapiens (Human),0.913996567,1,0.43883651,0.385289475,0.01195769,0
P24539,ATP5F1,Homo sapiens (Human),0,0.089973421,0.383980047,1,0.522136325,0.144840218
P24557,TBXAS1,Homo sapiens (Human),0.333850982,1,0.93611694,0.66043215,0.815537663,0
P24593,IGFBP5,Homo sapiens (Human),0,1,0.278273015,0.055355612,0.958965834,0.993225242
P24752,ACAT1,Homo sapiens (Human),0,0.059589302,0.403292645,1,0.452116447,0.096276403
P24844,MYL9,Homo sapiens (Human),0.370382869,0.4681133,1,0.445585009,0.34323256,0
P25325,MPST,Homo sapiens (Human),0,0.140089176,0.441408438,1,0.531205949,0.101154228
P25398,RPS12,Homo sapiens (Human),0.217088053,0.410739765,0,0.277397565,1,0.395406104
P25445,FAS,Homo sapiens (Human),1,0.856753746,0.487327176,0.214082524,0.117700333,0
P25685,DNAJB1,Homo sapiens (Human),0,1,0.659917188,0.136847647,0.69585596,0.273826519
P25686,DNAJB2,Homo sapiens (Human),0,0.382810329,0.059866157,0.114591197,1,0.12933075
P25705,ATP5A1,Homo sapiens (Human),0,0.04509532,0.411375518,1,0.50201953,0.158514966
P25786,PSMA1,Homo sapiens (Human),0.814131498,1,0.407445893,0.460124228,0.559391909,0
P25787,PSMA2,Homo sapiens (Human),0.673632444,1,0.495284936,0.362100195,0.302586672,0
P25788,PSMA3,Homo sapiens (Human),0.773878537,1,0.19355127,0.084363728,0.307861654,0
P25789,PSMA4,Homo sapiens (Human),0.799165432,1,0.388371728,0.353377709,0.359302101,0
P26006,ITGA3,Homo sapiens (Human),1,0.947281689,0.524207236,0.224145115,0.198130069,0
P26022,PTX3,Homo sapiens (Human),0.203918835,1,0.741769924,0.309421113,0.281242069,0
P26038,MSN,Homo sapiens (Human),0.861644638,1,0.332873187,0.191325179,0.107950413,0
P26196,DDX6,Homo sapiens (Human),0.122063976,0.780432302,1,0.487170106,0.186107011,0
P26373,RPL13,Homo sapiens (Human),0,0.203849444,0.17536646,0.350743741,1,0.454703912
P26440,IVD,Homo sapiens (Human),0,0.077870144,0.446159275,1,0.73913029,0.189207844
P26572,MGAT1,Homo sapiens (Human),0,0.649516389,1,0.245148081,0.328463904,0.017686019
P26639,TARS,Homo sapiens (Human),0.602125438,1,0.173393581,0.108929447,0.573088413,0
P26640,VARS,Homo sapiens (Human),0,0.156609323,0.316944488,0.499275427,1,0.461946876
P26641,EEF1G,Homo sapiens (Human),0.731399623,1,0.304559442,0.325796789,0.685251057,0
P26885,FKBP2,Homo sapiens (Human),0.296031166,1,0.656008097,0.252985257,0.187613451,0
P27105,STOM,Homo sapiens (Human),0.649469823,1,0.743422299,0.259867848,0.247375068,0
P27348,YWHAQ,Homo sapiens (Human),0.763267369,1,0.20536016,0.051973032,0.163107105,0
P27487,DPP4,Homo sapiens (Human),1,0.954394961,0.575727765,0.218477697,0.169953602,0
P27635,RPL10,Homo sapiens (Human),0,0.193406585,0.195595271,0.412248706,1,0.658736986
P27658,COL8A1,Homo sapiens (Human),0.383581547,0.968509799,1,0.446870024,0.084889256,0
P27701,CD82,Homo sapiens (Human),0.384190562,1,0.893668284,0.382735565,0.302450029,0
P27708,CAD,Homo sapiens (Human),0,0.103172317,0.146755426,0.32092975,1,0.721247236
P27797,CALR,Homo sapiens (Human),0.267878426,1,0.754571028,0.323257944,0.145954699,0
P27816,MAP4,Homo sapiens (Human),0.693669678,1,0.197804773,0,0.131615332,0.090254669
P27824,CANX,Homo sapiens (Human),0.2937704,1,0.706878676,0.375381895,0.2708456,0
P28066,PSMA5,Homo sapiens (Human),0.542799718,1,0.265774825,0.300316555,0.690237768,0
P28070,PSMB4,Homo sapiens (Human),0.818526373,1,0.693059593,0.743861876,0.551931743,0
P28074,PSMB5,Homo sapiens (Human),0.787888531,1,0.525157919,0.47119306,0.341504104,0
P28161,GSTM2,Homo sapiens (Human),0.290519294,1,0,0.178503865,0.540471424,0.496825395
P28288,ABCD3,Homo sapiens (Human),0,0.324415263,0.754210641,0.967349563,1,0.329609485
P28300,LOX,Homo sapiens (Human),0.175210781,1,0.645486686,0.451059954,0.760523732,0
P28331,NDUFS1,Homo sapiens (Human),0,0.070219361,0.392781064,1,0.784276168,0.19259855
P28482,MAPK1,Homo sapiens (Human),0.590298917,1,0.268975498,0.446340141,0.385548181,0
P28799,GRN,Homo sapiens (Human),0.209261669,1,0.739581568,0.200195798,0.925451915,0
P28838,LAP3,Homo sapiens (Human),0,0.125687401,0.383729231,1,0.534275005,0.040309813
P29317,EPHA2,Homo sapiens (Human),1,0.954820384,0.545725,0.211331007,0.136458079,0
P29323,EPHB2,Homo sapiens (Human),1,0.793549118,0.391444233,0.215190277,0.314423792,0
P29401,TKT,Homo sapiens (Human),0.807085738,1,0.403425459,0.212870283,0.298463086,0
P29692,EEF1D,Homo sapiens (Human),0.906998206,1,0.811593434,0.607923069,0.625872187,0
P29728,OAS2,Homo sapiens (Human),0.131362644,0.716222372,0.827692921,1,0.625676931,0
P29992,GNA11,Homo sapiens (Human),1,0.723549428,0.485193187,0.212013062,0.192830653,0
P30038,ALDH4A1,Homo sapiens (Human),0,0.060333918,0.421535998,1,0.472313809,0.111367912
P30040,ERP29,Homo sapiens (Human),0.269348985,1,0.718407736,0.287641876,0.151882701,0
P30041,PRDX6,Homo sapiens (Human),0.670464994,1,0.32969551,0.142898381,0.203011716,0
P30042,C21orf33,Homo sapiens (Human),0,0.05300257,0.420785714,1,0.395007204,0.074832311
P30043,BLVRB,Homo sapiens (Human),0,0.155282192,0.250218674,0.429512788,1,0.689302413
P30044,PRDX5,Homo sapiens (Human),0,0.062043895,0.464168743,1,0.474408977,0.092773863
P30048,PRDX3,Homo sapiens (Human),0,0.061050992,0.384543142,1,0.59025109,0.113634338
P30049,ATP5D,Homo sapiens (Human),0,0.044213222,0.35774714,1,0.552481688,0.182678983
P30050,RPL12,Homo sapiens (Human),0.126928077,0.882827316,1,0.408328204,0.336403246,0
P30084,ECHS1,Homo sapiens (Human),0,0.062257451,0.386716357,1,0.4539083,0.085962404
P30085,CMPK1,Homo sapiens (Human),0,0.366813562,0.200718638,0.840343285,1,0.728722395
P30086,PEBP1,Homo sapiens (Human),0.608245054,1,0.408864566,0.262412413,0.168047786,0
P30101,PDIA3,Homo sapiens (Human),0.253221036,1,0.744901667,0.309788763,0.160799316,0
P30153,PPP2R1A,Homo sapiens (Human),0.779032077,1,0.262822191,0.199103659,0.304806837,0
P30405,PPIF,Homo sapiens (Human),0,0.054460279,0.456281216,1,0.408684706,0.090007843
P30519,HMOX2,Homo sapiens (Human),0.382012023,1,0.642286557,0.339295733,0.240975096,0
P30530,AXL,Homo sapiens (Human),0.454322931,1,0.593614578,0.251814477,0.189216764,0
P30533,LRPAP1,Homo sapiens (Human),0.247961618,1,0.737248325,0.2915529,0.159287774,0
P30536,TSPO,Homo sapiens (Human),0,0.290330676,0.703757642,1,0.791712948,0.125201674
P30626,SRI,Homo sapiens (Human),0.60673566,1,0.360408581,0.288505338,0.783121119,0
P30837,ALDH1B1,Homo sapiens (Human),0,0.070774525,0.42330311,1,0.488046431,0.112770252
P31153,MAT2A,Homo sapiens (Human),0,0.364258757,0.196253704,0.356571321,1,0.319951887
P31689,DNAJA1,Homo sapiens (Human),0,0.248026346,0.35293,0.551456458,0.999215057,1
P31749,AKT1,Homo sapiens (Human),0,0.274156787,0.138217955,0.514914306,1,0.913404237
P31930,UQCRC1,Homo sapiens (Human),0,0.072489392,0.430609921,1,0.774452306,0.128225905
P31939,ATIC,Homo sapiens (Human),0.450287286,0.924711664,0,0.21686099,1,0.68732305
P31943,HNRNPH1,Homo sapiens (Human),0,0.029848991,0.091572015,0.302334303,1,0.830876287
P31946,YWHAB,Homo sapiens (Human),0.749862672,1,0.355307982,0.181637732,0.205234624,0
P31947,SFN,Homo sapiens (Human),0.844364631,1,0.343595911,0.26751568,0.154738241,0
P31948,STIP1,Homo sapiens (Human),0.839976591,1,0.419390581,0.301030475,0.259884945,0
P31949,S100A11,Homo sapiens (Human),0.757151896,1,0.281816844,0.119546072,0.180560238,0
P32119,PRDX2,Homo sapiens (Human),0.734721096,1,0.340856307,0.172556,0.181391241,0
P32189,GK,Homo sapiens (Human),0,0.153600261,0.435323699,1,0.681087123,0.158964694
P32322,PYCR1,Homo sapiens (Human),0,0.079705165,0.329597344,1,0.800226315,0.144963566
P32969,RPL9; RPL9P7; RPL9P8; RPL9P9,Homo sapiens (Human),0,0.951076016,1,0.568736802,0.709587072,0.52058399
P33121,ACSL1,Homo sapiens (Human),0,0.30343617,0.640365735,1,0.660020684,0.086174154
P33176,KIF5B,Homo sapiens (Human),0.267763646,1,0,0.276103989,0.540284315,0.158067715
P33316,DUT,Homo sapiens (Human),0,0.043465906,0.41863883,1,0.408165622,0.047344957
P33527,ABCC1,Homo sapiens (Human),1,0.776886254,0.485083545,0.241746889,0.214679257,0
P33897,ABCD1,Homo sapiens (Human),0,0.332894869,0.716172731,0.860441234,1,0.27907441
P33908,MAN1A1,Homo sapiens (Human),0.057890054,0.722504395,1,0.406404499,0.197198419,0
P34059,GALNS,Homo sapiens (Human),0.204762502,0.881754283,1,0.415394229,0.221956231,0
P34897,SHMT2,Homo sapiens (Human),0,0.055515217,0.413730748,1,0.582264857,0.121887097
P34932,HSPA4,Homo sapiens (Human),0.735638559,1,0.30818738,0.187008709,0.318642011,0
P35052,GPC1,Homo sapiens (Human),0.246163178,1,0.550618327,0.349405928,0.66626876,0
P35080-2,PFN2,Homo sapiens (Human),0.422909551,1,0,0.335910615,0.596059039,0.412904808
P35221,CTNNA1,Homo sapiens (Human),1,0.760606126,0.444082092,0.202591366,0.102984983,0
P35222,CTNNB1,Homo sapiens (Human),1,0.814571781,0.500953439,0.202777472,0.137889415,0
P35232,PHB,Homo sapiens (Human),0,0.077298999,0.41334903,1,0.710525048,0.169225116
P35237,SERPINB6,Homo sapiens (Human),0.393051769,1,0.622354636,0.292048299,0.142119592,0
P35240,NF2,Homo sapiens (Human),1,0.800723387,0.448543577,0.220220924,0.115382896,0
P35241,RDX,Homo sapiens (Human),0.89029417,1,0.342296174,0.170035422,0.095634163,0
P35268,RPL22,Homo sapiens (Human),0.128918114,0.935314084,1,0.306763874,0.737910273,0
P35270,SPR,Homo sapiens (Human),0,0.139852569,0.343954022,1,0.749297404,0.252486756
P35475,IDUA,Homo sapiens (Human),0.228275564,0.838198672,1,0.427495908,0.337795802,0
P35527,KRT9,Homo sapiens (Human),0.058261073,0.012314309,0,0.160323992,0.260001569,1
P35555,FBN1,Homo sapiens (Human),0.170730321,1,0.861073708,0.402222239,0.387916031,0
P35556,FBN2,Homo sapiens (Human),0.095353996,1,0.808903045,0.343540843,0.568592037,0
P35579,MYH9,Homo sapiens (Human),0.213547055,0.289028756,1,0.523238482,0.23882332,0
P35580,MYH10,Homo sapiens (Human),0.206641666,0.267988868,1,0.537272921,0.296300259,0
P35606,COPB2,Homo sapiens (Human),0.306075319,1,0,0.694365015,0.776548871,0.290692176
P35610,SOAT1,Homo sapiens (Human),0.243247649,1,0.629260616,0.33618208,0.093113947,0
P35611,ADD1,Homo sapiens (Human),0.974049544,1,0.471443745,0.442506395,0.447863379,0
P35613,BSG,Homo sapiens (Human),1,0.850144943,0.365667996,0.252067042,0.131767931,0
P35914,HMGCL,Homo sapiens (Human),0,0.131298082,0.53880523,1,0.789993799,0.18213563
P35998,PSMC2,Homo sapiens (Human),0,0.168604411,0.11843597,0.461687293,1,0.880913667
P36406,TRIM23,Homo sapiens (Human),1,0.706861179,0.389322009,0.239239663,0.233639987,0
P36507,MAP2K2,Homo sapiens (Human),0,0.297398292,0.213041678,0.533981593,1,0.608852161
P36542,ATP5C1,Homo sapiens (Human),0,0.075706641,0.391827939,1,0.623062639,0.207074882
P36543,ATP6V1E1,Homo sapiens (Human),0.637390322,1,0.572309653,0.221126028,0.13984953,0
P36551,CPOX,Homo sapiens (Human),0,0.091332999,0.423714641,1,0.27343683,0.004741757
P36578,RPL4,Homo sapiens (Human),0,0.688255283,0.640081783,0.573776508,1,0.335245415
P36776,LONP1,Homo sapiens (Human),0,0.066116825,0.42204785,1,0.432978828,0.128805202
P36941,LTBR,Homo sapiens (Human),0.621647625,1,0.599772856,0.312097565,0.230277361,0
P36957,DLST,Homo sapiens (Human),0,0.078064067,0.402313193,1,0.474484506,0.128813491
P37059,HSD17B2,Homo sapiens (Human),0.272218991,1,0.863721714,0.734241932,0.64037271,0
P37108,SRP14,Homo sapiens (Human),0.381421643,1,0.544782067,0.192124421,0.340589921,0
P37268,FDFT1,Homo sapiens (Human),0.231651703,1,0.859800248,0.302281069,0.351353029,0
P37802,TAGLN2,Homo sapiens (Human),0.847251778,1,0.338749003,0.144087431,0.090044783,0
P37837,TALDO1,Homo sapiens (Human),0.730667763,1,0.309126017,0.214226935,0.183337557,0
P38117,ETFB,Homo sapiens (Human),0,0.109571017,0.430806976,1,0.552395695,0.110495294
P38435,GGCX,Homo sapiens (Human),0.201118741,1,0.908599927,0.458219047,0.625652957,0
P38571,LIPA,Homo sapiens (Human),0.199006982,0.886010764,1,0.284439005,0.153283013,0
P38606,ATP6V1A,Homo sapiens (Human),0.623763397,1,0.549900979,0.177506782,0.157446042,0
P38646,HSPA9,Homo sapiens (Human),0,0.060814632,0.384493685,1,0.465543243,0.116016782
P38919,EIF4A3,Homo sapiens (Human),0,0.167713151,0.192160476,0.515730565,0.807977535,1
P39019,RPS19,Homo sapiens (Human),0.929185624,1,0.233039726,0.171738538,0.077434096,0
P39023,RPL3,Homo sapiens (Human),0,0.381019814,0.430108073,0.700998852,1,0.607332079
P39656,DDOST,Homo sapiens (Human),0.154352751,1,0.955027533,0.436069276,0.398904428,0
P40189,IL6ST,Homo sapiens (Human),0.55457076,1,0.619024548,0.18696707,0.26001007,0
P40227,CCT6A,Homo sapiens (Human),0.738884132,1,0.200971714,0.164725439,0.378616068,0
P40429,RPL13A,Homo sapiens (Human),0,0.888180852,0.783898418,0.813810175,1,0.626612843
P40616,ARL1,Homo sapiens (Human),0.038266459,0.228159215,0,0.547795257,0.905132956,1
P40925,MDH1,Homo sapiens (Human),0.556940766,1,0.66943409,0.573994469,0.580731632,0
P40926,MDH2,Homo sapiens (Human),0,0.059031581,0.406869946,1,0.473919518,0.097878829
P40939,HADHA,Homo sapiens (Human),0,0.056383848,0.416077636,1,0.574887192,0.140277986
P41221,WNT5A,Homo sapiens (Human),0.182353054,1,0.6766936,0.399171595,0.676837421,0
P41250,GARS,Homo sapiens (Human),0,0.130267565,0.318902339,1,0.696876178,0.129517662
P41252,IARS,Homo sapiens (Human),0,0.317140373,0.230736649,0.357342371,1,0.470234809
P42126,ECI1,Homo sapiens (Human),0,0.10693787,0.436131935,1,0.597225485,0.064880858
P42224,STAT1,Homo sapiens (Human),0.114840856,0.517720187,0,0.302694252,1,0.467575309
P42356,PI4KA,Homo sapiens (Human),1,0.757534624,0.35774564,0.240749985,0.236533075,0
P42677,RPS27,Homo sapiens (Human),0,0.890417993,0.254859617,0.864422728,0.334071696,1
P42702,LIFR,Homo sapiens (Human),0.217513943,0.805288793,1,0.780193567,0.225248373,0
P42704,LRPPRC,Homo sapiens (Human),0,0.065574622,0.409208009,1,0.559918136,0.136369343
P42765,ACAA2,Homo sapiens (Human),0,0.066335403,0.369143001,1,0.44540892,0.103250854
P42766,RPL35,Homo sapiens (Human),0.138984609,0.228021305,0,0.236069262,1,0.603666591
P42785,PRCP,Homo sapiens (Human),0.274327392,0.971152244,1,0.385905915,0.287879939,0
P42892,ECE1,Homo sapiens (Human),0.684037131,1,0.416060898,0.183112029,0.167973374,0
P43121,MCAM,Homo sapiens (Human),1,0.766977274,0.456577393,0.214181819,0.159868525,0
P43155,CRAT,Homo sapiens (Human),0,0.068390767,0.430171079,1,0.496927142,0.089988406
P43243,MATR3,Homo sapiens (Human),0,0.139719717,0.14525308,0.294766301,0.832831082,1
P43304,GPD2,Homo sapiens (Human),0,0.073233958,0.399636213,1,0.710351746,0.165616269
P43307,SSR1,Homo sapiens (Human),0,0.832522673,1,0.4811321,0.636892413,0.043664274
P43487,RANBP1,Homo sapiens (Human),0.654641959,1,0.068017811,0.092956827,0.021606759,0
P43686,PSMC4,Homo sapiens (Human),0,0.120223584,0.130096995,0.369940496,1,0.729491196
P43897,TSFM,Homo sapiens (Human),0,0.066861456,0.438936526,1,0.509380631,0.135959108
P45877,PPIC,Homo sapiens (Human),0.170536266,1,0.869696494,0.321870847,0.139560267,0
P45880,#N/A,#N/A,0,0.071923338,0.328859729,1,0.384734022,0.114827534
P45954,ACADSB,Homo sapiens (Human),0,0.059697332,0.404288823,1,0.5303993,0.095906329
P45974,USP5,Homo sapiens (Human),0.36714224,1,0.092369699,0.125877796,0.836609217,0
P46060,RANGAP1,Homo sapiens (Human),0.604587571,0.887460081,0.153184577,0.272991355,1,0
P46108,CRK,Homo sapiens (Human),0.632965198,1,0.193053222,0.434982094,0.266663366,0
P46199,MTIF2,Homo sapiens (Human),0,0.176193372,0.385322465,1,0.742888719,0.191620656
P46459,NSF,Homo sapiens (Human),0.482927601,1,0.250225638,0.064756549,0.197576844,0
P46734,MAP2K3,Homo sapiens (Human),0,0.13594668,0.178313153,0.499114329,1,0.717449167
P46776,RPL27A,Homo sapiens (Human),0,0.218821077,0.294188598,0.790406419,1,0.513220243
P46777,RPL5,Homo sapiens (Human),0.147700243,1,0.332004529,0.399789809,0.759868103,0
P46778,RPL21,Homo sapiens (Human),0,0.612660312,0.647365948,0.670086184,1,0.915955895
P46779,RPL28,Homo sapiens (Human),0,0.18571799,0.084084054,0.585117471,0.947453786,1
P46781,RPS9,Homo sapiens (Human),0,0.433341075,0.406329903,0.673030529,1,0.966715412
P46782,RPS5,Homo sapiens (Human),0,0.310011359,0.337653272,0.4114507,1,0.756739102
P46783,RPS10,Homo sapiens (Human),0.343090915,1,0.902962465,0.643363368,0.827541829,0
P46821,MAP1B,Homo sapiens (Human),0.936690612,1,0.610624031,0.371820973,0.217993183,0
P46939,UTRN,Homo sapiens (Human),1,0.659972201,0.512958435,0.221947001,0.153411557,0
P46940,IQGAP1,Homo sapiens (Human),1,0.790370913,0.417155933,0.254792162,0.169532545,0
P46976,GYG1,Homo sapiens (Human),0.147357869,0.2021674,0.080715717,0,1,0.337185467
P46977,STT3A,Homo sapiens (Human),0.12731121,1,0.92313117,0.463921012,0.339617234,0
P47755,CAPZA2,Homo sapiens (Human),0.81422143,1,0.427181508,0.363376689,0.231669423,0
