Uniprot Accession,Gene,Organism,1,2,3,4,5,6
P02649,APOE,Homo sapiens (Human),0.475456977,1,0.723730741,0.299963552,0.247919285,0
P02751,FN1,Homo sapiens (Human),0.703936703,1,0.986207292,0.404846803,0.392590719,0
P02786,TFRC,Homo sapiens (Human),1,0.792788134,0.416686486,0.191179844,0.103031177,0
P02792,FTL,Homo sapiens (Human),1,0.901360696,0.93140746,0.406430411,0.063684999,0
P02794,FTH1,Homo sapiens (Human),1,0.964554692,0.814832261,0.295223719,0.08649979,0
P80297,MT1X,Homo sapiens (Human),1,0.366744543,0.209724854,0.090355594,0.031893646,0
P03897,MT-ND3,Homo sapiens (Human),0.013240542,0,0.296682741,1,0.489489843,0.176330811
P03928,MT-ATP8,Homo sapiens (Human),0.043696938,0,0.43486408,1,0.499752764,0.000531332
P04040,CAT,Homo sapiens (Human),0,0.254190969,0.752265811,0.850851884,1,0.095125959
P04062,GBA,Homo sapiens (Human),0.497494124,0.772605493,1,0.488332787,0.199110457,0
P04075,ALDOA,Homo sapiens (Human),1,0.540708573,0.271304896,0.173220984,0.108267662,0
P04080,CSTB,Homo sapiens (Human),1,0.549017114,0.296634989,0.384832563,0.295236364,0
P04083,ANXA1,Homo sapiens (Human),1,0.619832545,0.226203731,0.133944601,0.13054539,0
P04114,APOB,Homo sapiens (Human),1,0.6404416,0.332620974,0.180851748,0.104769381,0
P04156,PRNP,Homo sapiens (Human),1,0.617825374,0.464365184,0.181463661,0.087059332,0
P04179,SOD2,Homo sapiens (Human),0,0.009193517,0.590767499,1,0.36568933,0.104924925
P04181,OAT,Homo sapiens (Human),0,0.014102972,0.428028345,1,0.484673119,0.188852518
P04183,TK1,Homo sapiens (Human),0.119633695,0,0.13308988,0.402504429,1,0.565077028
P04216,THY1,Homo sapiens (Human),1,0.499379889,0.369840268,0.174032356,0.167208704,0
P04264,KRT1,Homo sapiens (Human),0.315217204,0,0.02569749,0.207492328,0.11231831,1
P04406,GAPDH,Homo sapiens (Human),1,0.579927854,0.276039571,0.259669231,0.302626818,0
P04632,CAPNS1,Homo sapiens (Human),0.627188596,0.171195857,0.431840411,0.360487223,1,0
P04792,HSPB1,Homo sapiens (Human),0.124572024,0.002814079,0,0.316934753,1,0.610489394
P04843,RPN1,Homo sapiens (Human),0.679276479,0.991729543,1,0.608186212,0.674695113,0
P04844,RPN2,Homo sapiens (Human),0.591766295,1,0.878154488,0.601774097,0.686343699,0
P04899,GNAI2,Homo sapiens (Human),1,0.57831918,0.407974121,0.162706836,0.110215172,0
P04920,SLC4A2,Homo sapiens (Human),1,0.60282082,0.516349331,0.286496614,0.053786412,0
P05023,ATP1A1,Homo sapiens (Human),1,0.470129994,0.464130003,0.189622626,0.06818428,0
P05026,ATP1B1,Homo sapiens (Human),1,0.4801825,0.434039503,0.168616788,0.061260657,0
P05067,APP,Homo sapiens (Human),0.912131324,1,0.952112616,0.361451083,0.248187175,0
P05091,ALDH2,Homo sapiens (Human),0,0.011535802,0.398585287,1,0.481794709,0.149222076
P05121,SERPINE1,Homo sapiens (Human),0.774605036,1,0.531942532,0.192203365,0.419050081,0
P05141,SLC25A5,Homo sapiens (Human),0,0.021837605,0.327872793,1,0.353412518,0.121228781
P05161,ISG15,Homo sapiens (Human),0.369814022,0,0.226838934,0.671588821,1,0.098415989
P05165,PCCA,Homo sapiens (Human),0,0.05318671,0.455073313,1,0.513954505,0.185266946
P05166,PCCB,Homo sapiens (Human),0,0.037804713,0.437666042,1,0.352206444,0.149685255
P05198,EIF2S1,Homo sapiens (Human),0.608392408,0.149212175,0,0.432301272,1,0.438054141
P05362,ICAM1,Homo sapiens (Human),1,0.472293151,0.391411443,0.187320866,0.036172795,0
P05386,RPLP1,Homo sapiens (Human),0.318577544,0.636156522,0.659122912,0.226703363,1,0
P05387,RPLP2,Homo sapiens (Human),0.518764669,0.636571384,1,0.377366768,0.479419487,0
P05388,RPLP0,Homo sapiens (Human),0.384781933,0.672980472,1,0.436792133,0.559729075,0
P05556,ITGB1,Homo sapiens (Human),1,0.436735887,0.452988372,0.281577355,0.273049184,0
P05976,MYL1,Homo sapiens (Human),0.890412647,0.759304973,1,0.357251242,0.068237509,0
P06280,GLA,Homo sapiens (Human),0.166268226,0.40506431,1,0.74516243,0.324490251,0
P06396,GSN,Homo sapiens (Human),1,0.308123784,0.327520729,0.290652341,0.280904281,0
P06473,gB,HCMV,0.431311012,1,0.996644396,0.405742376,0.141678497,0
P06493,CDK1,Homo sapiens (Human),0,0.007422231,0.028372575,0.342528995,1,0.571411898
P06576,ATP5B,Homo sapiens (Human),0,0.020688332,0.375959253,1,0.492351745,0.139663693
P06703,S100A6,Homo sapiens (Human),1,0.660266353,0.140888961,0.097143882,0.390812787,0
P06725,UL83,HCMV,0,0.010356637,0.358942049,0.629528301,0.491037776,1
P06733,ENO1,Homo sapiens (Human),1,0.460676795,0.302973512,0.159107409,0.081912656,0
P06744,GPI,Homo sapiens (Human),1,0.473062898,0.29181234,0.203833236,0.089712769,0
P06748,NPM1,Homo sapiens (Human),1,0,0.213038013,0.281538911,0.527906183,0.459944426
P06753-2,#N/A,#N/A,1,0.567124823,0.251376097,0.247752502,0.073855427,0
P06756,ITGAV,Homo sapiens (Human),1,0.494248489,0.443026472,0.213624003,0.122902323,0
P06865,HEXA,Homo sapiens (Human),0.406275401,0.626395118,1,0.657091152,0.219939668,0
P07093,SERPINE2,Homo sapiens (Human),0.4735897,0.737277205,1,0.465621022,0.323397953,0
P07099,EPHX1,Homo sapiens (Human),0.974728615,0.990009802,0.871670682,0.745196245,1,0
P07195,LDHB,Homo sapiens (Human),1,0.458581368,0.682252396,0.534688212,0.341911867,0
P07203,GPX1,Homo sapiens (Human),0.023334595,0,0.434707611,1,0.682442504,0.260357579
P07237,P4HB,Homo sapiens (Human),0.929417084,0.948380606,1,0.371393993,0.177326886,0
P07339,CTSD,Homo sapiens (Human),0.18099449,0.466177699,1,0.508707735,0.084933987,0
P07355,ANXA2,Homo sapiens (Human),1,0.443266749,0.196716432,0.100103622,0.040451984,0
P07384,CAPN1,Homo sapiens (Human),1,0.272669952,0.001798864,0.155534329,0.446920792,0
P07437,TUBB,Homo sapiens (Human),0.196954913,0,0.141146229,0.462460801,1,0.687750345
P07585,DCN,Homo sapiens (Human),1,0.64509862,0.558503245,0.53092421,0.76605474,0
P07686,HEXB,Homo sapiens (Human),0.449020043,0.587523787,1,0.601961906,0.158274424,0
P07711,CTSL,Homo sapiens (Human),0.591810192,0.868051901,1,0.78513668,0.331900042,0
P07737,PFN1,Homo sapiens (Human),1,0.471167706,0.247545232,0.125503565,0.106819436,0
P07741,APRT,Homo sapiens (Human),0.05317695,0.025587788,0,0.587142055,1,0.287955386
P07814,EPRS,Homo sapiens (Human),0.123771492,0,0.03446902,0.266270784,1,0.577958699
P07858,CTSB,Homo sapiens (Human),0.19977301,0.51774786,1,0.565844439,0.164389212,0
P07900,HSP90AA1,Homo sapiens (Human),1,0.396463727,0.202626453,0.175064262,0.17097397,0
P07919,UQCRH,Homo sapiens (Human),0,0.029793827,0.462711985,1,0.735887351,0.238511
P07942,LAMB1,Homo sapiens (Human),0.646876474,1,0.973903104,0.554789833,0.439727858,0
P07947,YES1,Homo sapiens (Human),1,0.580148097,0.304323278,0.146481786,0.11666637,0
P07948,LYN,Homo sapiens (Human),1,0.469985977,0.26388966,0.206358227,0.177392578,0
P07954,FH,Homo sapiens (Human),0,0.016243554,0.446688307,1,0.299117025,0.100243565
P07996,THBS1,Homo sapiens (Human),0.681400555,1,0.793292404,0.387108305,0.321479378,0
P08107,HSPA1A,Homo sapiens (Human),1,0.143716403,0,0.138899141,0.272566491,0.040786672
P08123,COL1A2,Homo sapiens (Human),0.491067429,1,0.706202896,0.366066366,0.308090141,0
P08133,ANXA6,Homo sapiens (Human),1,0.573337493,0.248048861,0.164329319,0.166057141,0
P08134,RHOC,Homo sapiens (Human),1,0.162324536,0.063240295,0.185535227,0.390326707,0
P08174,CD55,Homo sapiens (Human),1,0.426739738,0.416462422,0.120294433,0.030515935,0
P08195,SLC3A2,Homo sapiens (Human),1,0.607776489,0.421651407,0.199679677,0.106416741,0
P08236,GUSB,Homo sapiens (Human),0.427022207,0.643869047,0.797458826,1,0.663161346,0
P08238,HSP90AB1,Homo sapiens (Human),1,0.369801006,0.152015485,0.209078532,0.23932978,0
P08240,SRPRA,Homo sapiens (Human),1,0.201639594,0.261489151,0.309821645,0.524112941,0
P08243,ASNS,Homo sapiens (Human),0.03525623,0,0.012627411,0.272751875,1,0.56602903
P08318,UL32,HCMV,0.047959352,0.285603143,1,0.603916505,0.087928343,0
P08473,MME,Homo sapiens (Human),1,0.502472922,0.406139464,0.142466792,0.035318868,0
P08559,PDHA1,Homo sapiens (Human),0,0.020662916,0.4115629,1,0.373172496,0.127015674
P08572,COL4A2,Homo sapiens (Human),0.585692106,1,0.808722626,0.337432906,0.364469558,0
P08574,CYC1,Homo sapiens (Human),0.010901676,0,0.479902641,1,0.461279209,0.106294744
P08648,ITGA5,Homo sapiens (Human),1,0.646043567,0.460699467,0.205507581,0.134229483,0
P08670,VIM,Homo sapiens (Human),1,0,0.038419041,0.091267308,0.176131003,0.067192934
P08754,GNAI3,Homo sapiens (Human),1,0.581122443,0.411979169,0.152196734,0.063119867,0
P08758,ANXA5,Homo sapiens (Human),1,0.557703752,0.259650605,0.172090671,0.146757828,0
P08842,STS,Homo sapiens (Human),0.664427642,0.814269258,1,0.76574801,0.650368414,0
P08865,RPSA,Homo sapiens (Human),0.219126374,0.072865396,0,0.18749435,1,0.669826276
P08962,CD63,Homo sapiens (Human),0.96221634,1,0.684955462,0.193382833,0.048553531,0
P09001,MRPL3,Homo sapiens (Human),0.010438676,0,0.353972444,1,0.414606715,0.147728005
P09104,ENO2,Homo sapiens (Human),1,0.675915473,0.243176697,0.117383931,0.179541037,0
P09110,ACAA1,Homo sapiens (Human),0,0.31071841,0.818544281,0.902634545,1,0.067678409
P09211,GSTP1,Homo sapiens (Human),1,0.302117748,0.015106731,0.037660413,0.315472646,0
P09382,LGALS1,Homo sapiens (Human),1,0.10632533,0.017250331,0.020155608,0.073509874,0
P09486,SPARC,Homo sapiens (Human),0.935451396,0.758311106,0.784558871,0.606686093,1,0
P09496,CLTA,Homo sapiens (Human),1,0.518384884,0.533098989,0.263750836,0.285117242,0
P09525,ANXA4,Homo sapiens (Human),1,0.630853534,0.240504323,0.275227365,0.702906527,0
P09543,CNP,Homo sapiens (Human),1,0.504474725,0.416802491,0.47093738,0.175219714,0
P09601,HMOX1,Homo sapiens (Human),0.926816253,1,0.359694224,0.385114331,0.131703941,0
P09622,DLD,Homo sapiens (Human),0,0.015007076,0.469737907,1,0.331020697,0.12038021
P09651,HNRNPA1,Homo sapiens (Human),0.12695358,0.161701631,0,0.273603515,1,0.548103797
P09669,COX6C,Homo sapiens (Human),0,0.01055737,0.431745816,1,0.460270408,0.124779143
P09695,TRS1,HCMV,0,0.518049136,0.362256206,0.593738376,1,0.651433121
P09701,US23,HCMV,0.027595725,0,0.050391485,0.338502024,1,0.667865507
P09715,IRS1,HCMV,0.949662718,0.432500723,0,0.357430072,1,0.027462571
P09722,US22,HCMV,0.071598487,0,0.071346155,0.339655635,1,0.673073756
P09727,US11,HCMV,0.219803266,0.317026826,0.311329251,0.303223304,1,0
P09913,IFIT2,Homo sapiens (Human),0.255077091,0,0.046487012,0.369799785,1,0.57842823
P09914,IFIT1,Homo sapiens (Human),0.270383958,0,0.085544499,0.390104393,1,0.701051133
P09936,UCHL1,Homo sapiens (Human),1,0.405781165,0.283810348,0.196732994,0.176469063,0
P10109,FDX1,Homo sapiens (Human),0,0.017207785,0.426183893,1,0.309218993,0.058935603
P10176,COX8A,Homo sapiens (Human),0.043511589,0,0.405666443,1,0.341969655,0.169248
P10253,GAA,Homo sapiens (Human),0.380618308,0.46107083,1,0.734956233,0.25602493,0
P10301,RRAS,Homo sapiens (Human),1,0.596910461,0.500288912,0.569191249,0.246565655,0
P10321,HLA-C,Homo sapiens (Human),1,0.865641427,0.634832972,0.236208248,0.094365934,0
P10515,DLAT,Homo sapiens (Human),0,0.020096573,0.408145026,1,0.428538772,0.160342483
P10599,TXN,Homo sapiens (Human),1,0.395558574,0.44662605,0.227304278,0.013339527,0
P10606,COX5B,Homo sapiens (Human),0,0.023065584,0.421633417,1,0.315854013,0.108641269
P10619,CTSA,Homo sapiens (Human),0.248196266,0.366613083,0.916775347,1,0.313866661,0
P10620,MGST1,Homo sapiens (Human),0.733617552,0.500855692,0.635567094,1,0.973269473,0
P10644,PRKAR1A,Homo sapiens (Human),1,0.119450162,0,0.142394698,0.481770068,0.14328314
P10768,ESD,Homo sapiens (Human),1,0.457936664,0.021418592,0.075086538,0.830108349,0
P10809,HSPD1,Homo sapiens (Human),0,0.019221999,0.445156671,1,0.258573048,0.10983152
P10909,CLU,Homo sapiens (Human),0,0.133352674,0.153025333,0.317104892,1,0.107366349
P11021,HSPA5,Homo sapiens (Human),0.883940416,0.947315822,1,0.378108727,0.23102311,0
P11047,LAMC1,Homo sapiens (Human),0.571323431,1,0.996395942,0.462297788,0.441648509,0
P11117,ACP2,Homo sapiens (Human),0.520776618,0.709041896,1,0.430311195,0.077834827,0
P11142,HSPA8,Homo sapiens (Human),1,0.439201152,0.363429957,0.1467628,0.178637471,0
P11166,SLC2A1,Homo sapiens (Human),1,0.602889551,0.437596966,0.171508207,0.061011806,0
P11169,SLC2A3,Homo sapiens (Human),1,0.743446075,0.438223376,0.190851789,0.134234639,0
P11172,UMPS,Homo sapiens (Human),0.04278102,0,0.325288475,1,0.564460828,0.303569756
P11177,PDHB,Homo sapiens (Human),0,0.020483747,0.41987933,1,0.30760071,0.119059904
P11182,DBT,Homo sapiens (Human),0,0.013750499,0.43015846,1,0.336317922,0.148191694
P11216,PYGB,Homo sapiens (Human),0.322994877,0.014711867,0,0.242413929,1,0.172334748
P11233,RALA,Homo sapiens (Human),1,0.412226327,0.455201851,0.165815394,0.014841827,0
P11234,RALB,Homo sapiens (Human),1,0.471301029,0.382042571,0.141120912,0.020416497,0
P11279,LAMP1,Homo sapiens (Human),1,0.983768634,0.712813599,0.234080172,0.064634759,0
P11310,ACADM,Homo sapiens (Human),0.011394749,0,0.382120133,1,0.25328067,0.074732827
P11387,TOP1,Homo sapiens (Human),0,0.001241049,0.740033948,1,0.466756688,0.041763597
P11388,TOP2A,Homo sapiens (Human),0,0.0245062,0.802658946,1,0.7934755,0.519885316
P11413,G6PD,Homo sapiens (Human),0.144873863,0,0.147899116,0.410203444,1,0.209523789
P11498,PC,Homo sapiens (Human),0,0.014793102,0.33563812,1,0.390396815,0.094542684
P11586,MTHFD1,Homo sapiens (Human),0.762217553,0.05028993,0.976876977,0.893718083,1,0
P11717,IGF2R,Homo sapiens (Human),0.674300234,1,0.598584803,0.30711093,0.414575668,0
P11766,ADH5,Homo sapiens (Human),0.433134813,0,0.017663779,0.50018524,1,0.991794604
P11940,PABPC1,Homo sapiens (Human),0.320216247,0.014308885,0,0.482883603,1,0.734050695
P12109,COL6A1,Homo sapiens (Human),0.709431442,1,0.961754634,0.541872429,0.559217514,0
P12110,COL6A2,Homo sapiens (Human),0.470807527,0.972945286,1,0.602408851,0.673992901,0
P12111,COL6A3,Homo sapiens (Human),0.473301883,0.823597732,1,0.645425367,0.514682183,0
P12235,SLC25A4,Homo sapiens (Human),0,0.024312814,0.39746139,1,0.210332846,0.08976136
P12236,SLC25A6,Homo sapiens (Human),0,0.010860849,0.45047553,1,0.387374584,0.159235989
P12268,IMPDH2,Homo sapiens (Human),0.329482003,0,0.043683613,0.374181853,1,0.463324123
P12277,CKB,Homo sapiens (Human),1,0.309143746,0.172736832,0.092380571,0.231420594,0
P12694,BCKDHA,Homo sapiens (Human),0.018650629,0,0.447437761,1,0.319407883,0.114295004
P12824,gH,HCMV,0.489457959,0.8098894,1,0.356717637,0.062452649,0
P12956,XRCC6,Homo sapiens (Human),0.145404011,0,0.418993698,0.484561669,1,0.816832228
P13010,XRCC5,Homo sapiens (Human),0.528559336,0,1,0.351928497,0.206827839,0.10783729
P13073,COX4I1,Homo sapiens (Human),0,0.020345272,0.434959477,1,0.363701546,0.132473736
P13202,UL123,HCMV,0.176295144,0,0.131587316,0.293879829,1,0.922542391
P13473,LAMP2,Homo sapiens (Human),0.719548344,1,0.608788201,0.21928928,0.057651153,0
P13489,RNH1,Homo sapiens (Human),0.25857202,0.013980581,0,0.237825694,1,0.480207567
P13639,EEF2,Homo sapiens (Human),1,0.110121746,0,0.296578923,0.960825277,0.330554567
P13667,PDIA4,Homo sapiens (Human),0.877240529,1,0.993835169,0.343755632,0.131980764,0
P13674,#N/A,#N/A,1,0.754728009,0.824582698,0.393355562,0.146920955,0
P13674-2,#N/A,#N/A,0.651722863,0.888777192,1,0.434437869,0.263720071,0
P13693,TPT1,Homo sapiens (Human),1,0.156772892,0,0.157999075,0.730577711,0.293769501
P13726,F3,Homo sapiens (Human),1,0.587222577,0.380787317,0.196660427,0.039187296,0
P13747,HLA-E,Homo sapiens (Human),0.787827917,0.544978214,0.983716046,1,0.964001686,0
P13797,PLS3,Homo sapiens (Human),1,0.437792932,0.303383351,0.19566706,0.037124043,0
P13804,ETFA,Homo sapiens (Human),0,0.014745613,0.431898253,1,0.365398089,0.142004201
P13861,PRKAR2A,Homo sapiens (Human),1,0.49337693,0.338287444,0.284481942,0.252170906,0
P13987,CD59,Homo sapiens (Human),1,0.461893499,0.331945266,0.132196603,0.120287187,0
P13995,MTHFD2,Homo sapiens (Human),0.011070364,0,0.47120402,1,0.322509406,0.1038071
P14209,CD99,Homo sapiens (Human),1,0.688990268,0.236836175,0.146033288,0.069267648,0
P14314,PRKCSH,Homo sapiens (Human),0.851040956,1,0.862106809,0.276270007,0.118319361,0
P14324,FDPS,Homo sapiens (Human),0.109096952,0,0.311636474,1,0.432697452,0.037403009
P60528,US6,HCMV,0.908444381,1,0.810856928,0.335507544,0.264287635,0
P14406,COX7A2,Homo sapiens (Human),0,0.037185169,0.422998005,1,0.312028484,0.131187845
P14618,#N/A,#N/A,1,0,0.078324651,0.450646425,0.312829594,0.146377299
P14625,HSP90B1,Homo sapiens (Human),0.866291434,1,0.972119414,0.404127623,0.234736064,0
P14854,COX6B1,Homo sapiens (Human),0,0.029751774,0.391303243,1,0.308046748,0.101838617
P14866,HNRNPL,Homo sapiens (Human),0.050360018,0,0.150682266,0.302903672,1,0.927681811
P14868,DARS,Homo sapiens (Human),0.266335697,0.220810613,0,0.279846207,1,0.33816082
P14923,JUP,Homo sapiens (Human),1,0.389624852,0.272000098,0.109652425,0.066194751,0
P14927,UQCRB,Homo sapiens (Human),0,0.008345994,0.456225992,1,0.433707272,0.181456715
P15056,BRAF,Homo sapiens (Human),0.307951888,0,0.381690611,1,0.809947926,0.70748413
P15121,AKR1B1,Homo sapiens (Human),0.823736317,0.180288763,0.391233598,1,0.458998155,0
P15144,ANPEP,Homo sapiens (Human),1,0.491597769,0.427794126,0.141093715,0.049061659,0
P15151,PVR,Homo sapiens (Human),1,0.624786839,0.447614197,0.202899529,0.1489194,0
P15170,GSPT1,Homo sapiens (Human),0.778180971,0,0.338836272,1,0.740324519,0.78568875
P15289,ARSA,Homo sapiens (Human),0.459224069,0.750640244,1,0.652586716,0.326878806,0
P15309,ACPP,Homo sapiens (Human),0.819456443,1,0.500393358,0.123477382,0.045571742,0
P15311,EZR,Homo sapiens (Human),1,0.515931482,0.279732408,0.150309757,0.043847879,0
P15531,NME1,Homo sapiens (Human),1,0.511661026,0.230065332,0.720743414,0.956891284,0
P15559,NQO1,Homo sapiens (Human),0.456331009,0,0.469954178,0.812696023,1,0.408689066
P15586,GNS,Homo sapiens (Human),0.400435318,0.599190974,1,0.480458351,0.108842549,0
P15880,RPS2,Homo sapiens (Human),0.175669121,0,0.065893816,0.423700895,1,0.598307201
P15954,COX7C,Homo sapiens (Human),0,0.003001189,0.48646015,1,0.299176516,0.161306247
P16035,TIMP2,Homo sapiens (Human),0.999344912,1,0.929011224,0.34128423,0.240400741,0
P16070,CD44,Homo sapiens (Human),1,0.416993265,0.270631358,0.138584126,0.062278623,0
P16152,CBR1,Homo sapiens (Human),0.275340126,0,0.452530458,1,0.369824785,0.060653049
P16278,GLB1,Homo sapiens (Human),0.182829727,0.501039887,0.99446611,1,0.308812814,0
P16435,POR,Homo sapiens (Human),1,0.929736472,0.711405028,0.263086942,0.126291743,0
P16615,ATP2A2,Homo sapiens (Human),1,0.707385697,0.569462814,0.322868557,0.261271992,0
P16727,UL84,HCMV,0.182865078,0.100368428,0,0.277635439,1,0.76127169
P16733,gM,HCMV,0.259711706,1,0.550471708,0.284202822,0.114801501,0
P16735,UL104,HCMV,0,0.154080383,0.478217734,1,0.559806586,0.184805886
P16739,UL119/UL118,HCMV,0.942791677,0.988689342,1,0.321974118,0.032400139,0
P16749,0,HCMV,0.058583061,0,0.115461425,0.320059665,1,0.748781859
P16750,GO,HCMV,0.548087804,0.868993446,1,0.235392751,0.033800174,0
P16753,UL80,HCMV,0,0.215721136,1,0.35493051,0.215981886,0.229182251
P16755,UL13,HCMV,0.647901757,0.526173173,0.592064672,1,0.469242172,0
P16756,UL14,HCMV,0.853641978,1,0.806839272,0.539222025,0.479176304,0
P16766,UL35,HCMV,0.071578765,0.165496344,0.725308681,1,0.411386789,0
P16778,UL37,HCMV,0,0.051236287,0.388687819,1,0.398144808,0.115032258
P16780,UL40,HCMV,1,0.74946529,0.519089837,0.427166062,0.225128552,0
P16782,UL45,HCMV,0.195566696,0.863344078,1,0.410759432,0.165500152,0
P16784,UL47,HCMV,0.225565972,0.824742882,1,0.510033606,0.320365574,0
P16785,UL48,HCMV,0,0.252412116,1,0.524212543,0.059752974,0.118818163
P16788,UL97,HCMV,0,0.070953653,0.258932455,0.54420403,1,0.876077443
P16791,UL50,HCMV,0.565694365,1,0.234743034,0.137890457,0.072975769,0
P16793,UL52,HCMV,0.511783965,0,0.187276417,0.593905498,1,0.274453612
P16795,GN,HCMV,0.632888799,0.741898982,1,0.322780886,0.127805875,0
P16808,0,HCMV,0.485169588,1,0.96140587,0.359726867,0.070299765,0
P16809,0,HCMV,0.563829003,1,0.80559788,0.24056452,0.046664398,0
P16810,0,HCMV,1,0.848962366,0.786687484,0.340175045,0.031725199,0
P16845,UL22A,HCMV,0.734623967,0.54349548,1,0.139547041,0,0.004972556
P17066,HSPA6,Homo sapiens (Human),0.749507915,1,0.994136693,0.809375241,0.398876587,0
P17151,UL112/UL113,HCMV,0.038819204,0,0.064839585,0.411382398,1,0.636925023
P17152,TMEM11,Homo sapiens (Human),0,0.072645871,0.35911892,1,0.379158753,0.121300918
P17174,GOT1,Homo sapiens (Human),1,0.459709896,0.433513129,0.313899958,0.175514684,0
P17301,ITGA2,Homo sapiens (Human),1,0.496853155,0.414062061,0.241930933,0.109882184,0
P17568,NDUFB7,Homo sapiens (Human),0.016223841,0,0.48230207,1,0.474953846,0.180202596
P17655,CAPN2,Homo sapiens (Human),1,0.238309647,0,0.120316469,0.679320205,0.054125707
P17813,ENG,Homo sapiens (Human),1,0.542030194,0.398789017,0.210903162,0.137416694,0
P17844,DDX5,Homo sapiens (Human),0.041525389,0,0.04369329,0.342048683,1,0.783747726
P17858,PFKL,Homo sapiens (Human),0.257051203,0,0.367966506,0.759729141,1,0.480557977
P17900,GM2A,Homo sapiens (Human),0.27642519,0.469175429,1,0.637487428,0.168305864,0
P17931,LGALS3,Homo sapiens (Human),1,0.44233975,0.350174934,0.119428683,0.084807381,0
P17980,PSMC3,Homo sapiens (Human),0.295165103,0,0.124574621,0.508537049,1,0.755759404
P17987,TCP1,Homo sapiens (Human),1,0.117251287,0,0.158579306,0.639201302,0.206416383
P18031,PTPN1,Homo sapiens (Human),1,0.449006148,0.005369361,0.096576114,0.400796905,0
P18077,RPL35A,Homo sapiens (Human),0,0.169935342,0.960655794,0.43284175,1,0.622407625
P18084,ITGB5,Homo sapiens (Human),1,0.570580687,0.561790635,0.201854046,0.069751408,0
P18085,ARF4,Homo sapiens (Human),0.339138776,0,0.169002052,0.768713938,1,0.136568664
P18124,RPL7,Homo sapiens (Human),0.389156214,1,0.829749998,0.493235145,0.574943355,0
P18206,VCL,Homo sapiens (Human),1,0.493319998,0.319089505,0.224783684,0.12272012,0
P18564,ITGB6,Homo sapiens (Human),1,0.443057857,0.428717499,0.326321613,0.212153965,0
P18621,RPL17,Homo sapiens (Human),1,0,0.360256625,0.403430484,0.549313819,0.512618899
P18669,PGAM1,Homo sapiens (Human),1,0.510309601,0.212230473,0.109740161,0.100714731,0
P19256,CD58,Homo sapiens (Human),1,0.654317564,0.497109513,0.196708693,0.165130755,0
P19338,NCL,Homo sapiens (Human),1,0.556749766,0.362606876,0.054323636,0.193342643,0
P19367,HK1,Homo sapiens (Human),0.010039786,0,0.164813501,0.655755727,1,0.251984807
P19404,NDUFV2,Homo sapiens (Human),0,0.026606593,0.545699741,1,0.371931944,0.139777503
P19474,TRIM21,Homo sapiens (Human),1,0.627971468,0,0.051195887,0.77406682,0.115828673
P19525,EIF2AK2,Homo sapiens (Human),0.110592926,0,0.111016542,0.40436625,1,0.815775978
P19623,SRM,Homo sapiens (Human),0.173553623,0,0.09820228,0.376654631,1,0.614158536
P19634,SLC9A1,Homo sapiens (Human),1,0.368461217,0.441307029,0.360851967,0.231145236,0
P19784,CSNK2A2,Homo sapiens (Human),0.728147382,0,0.655609146,1,0.886995795,0.340279333
P20020,ATP2B1,Homo sapiens (Human),1,0.554610068,0.420140616,0.173263394,0.078634275,0
P20042,EIF2S2,Homo sapiens (Human),0.44818918,0,0.103224949,0.261831687,1,0.992612239
P20073,ANXA7,Homo sapiens (Human),0.227814905,0.158308134,0,0.161297409,1,0.115893055
P20336,RAB3A,Homo sapiens (Human),1,0.319692655,0.117726881,0.479501106,0.345849216,0
P20337,RAB3B,Homo sapiens (Human),1,0.229317668,0.273176614,0.470588612,0.731900883,0
P20339,RAB5A,Homo sapiens (Human),1,0.589959786,0.453751818,0.365105278,0.15801993,0
P20340,RAB6A,Homo sapiens (Human),0.520807499,1,0.418848253,0.157618284,0.073556014,0
P20591,MX1,Homo sapiens (Human),1,0.03075632,0,0.289740091,0.434594969,0.162905587
P20618,PSMB1,Homo sapiens (Human),1,0.460560502,0.670165998,0.869532807,0.642383495,0
P20645,M6PR,Homo sapiens (Human),0.61779295,1,0.505198948,0.158027247,0.2785131,0
P20674,COX5A,Homo sapiens (Human),0,0.026600055,0.406828814,1,0.384226591,0.129503928
P20908,COL5A1,Homo sapiens (Human),0.083690605,0.727801739,1,0.420688711,0.359644919,0
P20933,AGA,Homo sapiens (Human),0.586992201,0.798520805,1,0.512793722,0.2022165,0
P20962,PTMS,Homo sapiens (Human),1,0.421519299,0.351138846,0.15336045,0.039197415,0
P21266,GSTM3,Homo sapiens (Human),0.207969331,0,0.038434405,0.358825309,1,0.967164905
P21281,ATP6V1B2,Homo sapiens (Human),1,0.624986817,0.650010913,0.369648428,0.10487789,0
P21283,ATP6V1C1,Homo sapiens (Human),1,0.588714596,0.670558335,0.325063428,0.14667701,0
P21291,CSRP1,Homo sapiens (Human),1,0.421070622,0.20507616,0.072168446,0.010739269,0
P21333,FLNA,Homo sapiens (Human),1,0.329858248,0.367103301,0.199316801,0.089690846,0
P21397,MAOA,Homo sapiens (Human),0,0.036803183,0.478105255,1,0.384208801,0.09766244
P21589,NT5E,Homo sapiens (Human),1,0.477340461,0.346561268,0.157342924,0.077812817,0
P21796,VDAC1,Homo sapiens (Human),0,0.031590479,0.4636442,1,0.459959244,0.161718473
P21912,SDHB,Homo sapiens (Human),0,0.008695217,0.455087265,1,0.343577299,0.111600975
